Gene ID: PVX_117575
Chromosome: 12
Product Description: hypothetical protein, conserved

Table: Names, Previous Identifiers, and Aliases
[Name/ID/Alias]	[Type]	
A0A1G4H269	alternate ID	
A0A1G4HHD7	alternate ID	
A5K3H8	alternate ID	
EDL46082.1	alternate ID	
UPI000153DF3D	alternate ID	
XP_001615809.1	alternate ID	
Pv117575	previous ID	
Table: Orthologs and Paralogs within VEuPathDB
[Gene ID]	[Ortholog]	[Organism]	[Product]	[is syntenic]	
PVX_117575	PY17X_0517600	Plasmodium yoelii yoelii 17X	conserved Plasmodium protein, unknown function	no	
PVX_117575	PY17X_0520500	Plasmodium yoelii yoelii 17X	conserved Plasmodium protein, unknown function	no	
PVX_117575	PY17X_0608800	Plasmodium yoelii yoelii 17X	conserved Plasmodium protein, unknown function	no	
PVX_117575	PY17X_0807600	Plasmodium yoelii yoelii 17X	rhoptry-associated membrane antigen, putative	no	
PVX_117575	PY17X_1003400	Plasmodium yoelii yoelii 17X	conserved Plasmodium protein, unknown function	no	
PVX_117575	PY17X_1011900	Plasmodium yoelii yoelii 17X	dynein-related AAA-type ATPase, putative	no	
PVX_117575	PY17X_1215400	Plasmodium yoelii yoelii 17X	conserved Plasmodium protein, unknown function	no	
PVX_117575	PY17X_1467700	Plasmodium yoelii yoelii 17X	fam-c protein	no	
PVX_117575	PYYM_0108200	Plasmodium yoelii yoelii YM	conserved Plasmodium protein, unknown function	no	
PVX_117575	PYYM_0517000	Plasmodium yoelii yoelii YM	conserved Plasmodium protein, unknown function	no	
PVX_117575	PYYM_0519900	Plasmodium yoelii yoelii YM	conserved Plasmodium protein, unknown function	no	
PVX_117575	PYYM_0608000	Plasmodium yoelii yoelii YM	conserved Plasmodium protein, unknown function	no	
PVX_117575	PYYM_0835200	Plasmodium yoelii yoelii YM	conserved Plasmodium protein, unknown function	no	
PVX_117575	PYYM_1003400	Plasmodium yoelii yoelii YM	conserved Plasmodium protein, unknown function	no	
PVX_117575	PYYM_1011900	Plasmodium yoelii yoelii YM	dynein-related AAA-type ATPase, putative	no	
PVX_117575	PYYM_1214800	Plasmodium yoelii yoelii YM	conserved Plasmodium protein, unknown function	no	
PVX_117575	PcyM_0108200	Plasmodium cynomolgi strain M	rhoptry-associated membrane antigen, putative	no	
PVX_117575	PcyM_0306300	Plasmodium cynomolgi strain M	conserved Plasmodium protein, unknown function	no	
PVX_117575	PcyM_0528300	Plasmodium cynomolgi strain M	conserved Plasmodium protein, unknown function	no	
PVX_117575	PcyM_0625100	Plasmodium cynomolgi strain M	conserved Plasmodium protein, unknown function	no	
PVX_117575	PcyM_0814500	Plasmodium cynomolgi strain M	conserved Plasmodium protein, unknown function	no	
PVX_117575	PcyM_0928800	Plasmodium cynomolgi strain M	conserved Plasmodium protein, unknown function	no	
PVX_117575	PcyM_1272700	Plasmodium cynomolgi strain M	conserved Plasmodium protein, unknown function	no	
PVX_117575	PcyM_1317100	Plasmodium cynomolgi strain M	dynein-related AAA-type ATPase, putative	no	
PVX_117575	Pf7G8_140039700	Plasmodium falciparum 7G8	dynein-related AAA-type ATPase, putative	no	
PVX_117575	PfCD01_120022600	Plasmodium falciparum CD01	conserved Plasmodium protein, unknown function	no	
PVX_117575	PfCD01_140039900	Plasmodium falciparum CD01	dynein-related AAA-type ATPase, putative	no	
PVX_117575	PfDd2_100040400	Plasmodium falciparum Dd2	S-antigen protein, putative	no	
PVX_117575	PfDd2_130028300	Plasmodium falciparum Dd2	conserved Plasmodium protein, unknown function	no	
PVX_117575	PfDd2_140038900	Plasmodium falciparum Dd2	dynein-related AAA-type ATPase, putative	no	
PVX_117575	PfGA01_140040000	Plasmodium falciparum GA01	dynein-related AAA-type ATPase, putative	no	
PVX_117575	PfGB4_120022600	Plasmodium falciparum GB4	conserved Plasmodium protein, unknown function	no	
PVX_117575	PfGB4_140040600	Plasmodium falciparum GB4	dynein-related AAA-type ATPase, putative	no	
PVX_117575	PfGN01_140039800	Plasmodium falciparum GN01	dynein-related AAA-type ATPase, putative	no	
PVX_117575	PfHB3_020007200	Plasmodium falciparum HB3	gamete antigen 27/25, putative	no	
PVX_117575	PfHB3_140040200	Plasmodium falciparum HB3	dynein-related AAA-type ATPase, putative	no	
PVX_117575	PfIT_120023000	Plasmodium falciparum IT	conserved Plasmodium protein, unknown function	no	
PVX_117575	PfIT_140040900	Plasmodium falciparum IT	dynein-related AAA-type ATPase, putative	no	
PVX_117575	PfKE01_100019100	Plasmodium falciparum KE01	conserved Plasmodium protein, unknown function	no	
PVX_117575	PfKE01_140039400	Plasmodium falciparum KE01	dynein-related AAA-type ATPase, putative	no	
PVX_117575	PfKH02_140040200	Plasmodium falciparum KH02	dynein-related AAA-type ATPase, putative	no	
PVX_117575	PfML01_100011100	Plasmodium falciparum ML01	conserved Plasmodium protein, unknown function	no	
PVX_117575	PfML01_140011400	Plasmodium falciparum ML01	hypothetical protein	no	
PVX_117575	PfSN01_050022300	Plasmodium falciparum SN01	conserved Plasmodium protein, unknown function	no	
PVX_117575	PfSN01_140041700	Plasmodium falciparum SN01	dynein-related AAA-type ATPase, putative	no	
PVX_117575	PfTG01_050022300	Plasmodium falciparum TG01	conserved Plasmodium protein, unknown function	no	
PVX_117575	PfTG01_120023000	Plasmodium falciparum TG01	conserved Plasmodium protein, unknown function	no	
PVX_117575	PfTG01_140039800	Plasmodium falciparum TG01	dynein-related AAA-type ATPase, putative	no	
PVX_117575	PmUG01_02015400	Plasmodium malariae UG01	ELM2 domain-containing protein, putative	no	
PVX_117575	PmUG01_06022500	Plasmodium malariae UG01	merozoite surface protein 3, putative	no	
PVX_117575	PmUG01_06022600	Plasmodium malariae UG01	merozoite surface protein 3, putative	no	
PVX_117575	PmUG01_10046400	Plasmodium malariae UG01	hypothetical protein	no	
PVX_117575	PmUG01_10046500	Plasmodium malariae UG01	hypothetical protein	no	
PVX_117575	PmUG01_10046800	Plasmodium malariae UG01	hypothetical protein	no	
PVX_117575	PmUG01_11054200	Plasmodium malariae UG01	conserved Plasmodium protein, unknown function	no	
PVX_117575	PmUG01_12033700	Plasmodium malariae UG01	RNA-binding protein, putative	no	
PVX_117575	PmUG01_13025800	Plasmodium malariae UG01	dynein-related AAA-type ATPase, putative	no	
PVX_117575	PocGH01_00013100	Plasmodium ovale curtisi GH01	hypothetical protein	no	
PVX_117575	PocGH01_00028800	Plasmodium ovale curtisi GH01	PIR protein	no	
PVX_117575	PocGH01_00039200	Plasmodium ovale curtisi GH01	Plasmodium exported protein, unknown function	no	
PVX_117575	PocGH01_00041600	Plasmodium ovale curtisi GH01	PIR protein	no	
PVX_117575	PocGH01_00123400	Plasmodium ovale curtisi GH01	hypothetical protein	no	
PVX_117575	PocGH01_00173100	Plasmodium ovale curtisi GH01	Plasmodium exported protein, unknown function	no	
PVX_117575	PocGH01_03011700	Plasmodium ovale curtisi GH01	conserved Plasmodium protein, unknown function	no	
PVX_117575	PocGH01_04015200	Plasmodium ovale curtisi GH01	rhoptry neck protein 6, putative	no	
PVX_117575	PocGH01_06020100	Plasmodium ovale curtisi GH01	U3 small nucleolar ribonucleoprotein protein MPP10, putative	no	
PVX_117575	PocGH01_06028400	Plasmodium ovale curtisi GH01	hypothetical protein	no	
PVX_117575	PocGH01_06028700	Plasmodium ovale curtisi GH01	conserved Plasmodium protein, unknown function	no	
PVX_117575	PocGH01_08022200	Plasmodium ovale curtisi GH01	conserved Plasmodium protein, unknown function	no	
PVX_117575	PocGH01_09046400	Plasmodium ovale curtisi GH01	conserved Plasmodium protein, unknown function	no	
PVX_117575	PocGH01_12032100	Plasmodium ovale curtisi GH01	RNA-binding protein, putative	no	
PVX_117575	PocGH01_13017700	Plasmodium ovale curtisi GH01	conserved Plasmodium protein, unknown function	no	
PVX_117575	PocGH01_13025800	Plasmodium ovale curtisi GH01	dynein-related AAA-type ATPase, putative	no	
PVX_117575	YYE_01337	Plasmodium vinckei vinckei strain vinckei	hypothetical protein	no	
PVX_117575	YYE_01846	Plasmodium vinckei vinckei strain vinckei	hypothetical protein	no	
PVX_117575	YYE_03181	Plasmodium vinckei vinckei strain vinckei	hypothetical protein	no	
PVX_117575	YYE_03264	Plasmodium vinckei vinckei strain vinckei	hypothetical protein	no	
PVX_117575	YYE_03561	Plasmodium vinckei vinckei strain vinckei	hypothetical protein	no	
PVX_117575	YYE_03920	Plasmodium vinckei vinckei strain vinckei	hypothetical protein	no	
PVX_117575	YYE_03921	Plasmodium vinckei vinckei strain vinckei	hypothetical protein	no	
PVX_117575	YYE_03922	Plasmodium vinckei vinckei strain vinckei	hypothetical protein	no	
PVX_117575	YYE_03924	Plasmodium vinckei vinckei strain vinckei	hypothetical protein	no	
PVX_117575	YYE_03925	Plasmodium vinckei vinckei strain vinckei	hypothetical protein	no	
PVX_117575	YYE_04698	Plasmodium vinckei vinckei strain vinckei	hypothetical protein	no	
PVX_117575	YYG_01094	Plasmodium vinckei petteri strain CR	hypothetical protein	no	
PVX_117575	YYG_02580	Plasmodium vinckei petteri strain CR	hypothetical protein	no	
PVX_117575	YYG_02664	Plasmodium vinckei petteri strain CR	hypothetical protein	no	
PVX_117575	YYG_02935	Plasmodium vinckei petteri strain CR	hypothetical protein	no	
PVX_117575	YYG_02936	Plasmodium vinckei petteri strain CR	hypothetical protein	no	
PVX_117575	YYG_02964	Plasmodium vinckei petteri strain CR	hypothetical protein	no	
PVX_117575	YYG_03100	Plasmodium vinckei petteri strain CR	hypothetical protein	no	
PVX_117575	YYG_03772	Plasmodium vinckei petteri strain CR	hypothetical protein	no	
PVX_117575	YYG_04831	Plasmodium vinckei petteri strain CR	hypothetical protein	no	
PVX_117575	PmUG01_10047300	Plasmodium malariae UG01	conserved Plasmodium protein, unknown function	no	
PVX_117575	PVX_101470	Plasmodium vivax Sal-1	hypothetical protein	no	
Table: piggyBac insertion mutagenesis
[Score]	[Score Type]	
Table: Signal Peptide
[NN Conclusion Score]	[NN D-Score]	[HMM Signal Probabability]	[Start Min]	[End Max]	[Signal Peptide]	[Transcript ID]	
Table: Transmembrane Domains
[Start Min]	[End Max]	[Sequence]	[Topology]	[Transcript ID]	
Table: GO Terms
[Ontology]	[GO ID]	[Is Not]	[GO Term Name]	[Source]	[Evidence Code]	[Reference]	[Support for Evidence Code Assignment]	[sort_key]	[Transcript ID(s)]	
Table: Gene Location
[Sequence Level]	[Genomic Sequence]	[lc_project_id]	[Location]	[organismAbbrev]	[start]	[end]	[is_reversed]	[start_context]	[end_context]	
chromosome	Pv_Sal1_chr12	plasmodb	1968406 - 1969869 (+)	pvivSal1	1968406	1969869	+	1963406	1974869	
Table: Notes from Annotator
[Date]	[Note]	[Transcript ID(s)]	
Table: Proteins Properties and Features
[Transcript ID]	[Isoelectric Point]	[Molecular Weight]	[Has SignalP]	[Has TMHMM]	[lc_project_id]	[organismAbbrev]	[Protein Length]	[pbrowseImgUrlPrefix]	[Protein Features]	[prot_info]	[JBrowse ProtProps]	[JBrowse P Jbrowse]	
PVX_117575.1	4.07	55606	no	no	plasmodb	pvivSal1	487	/cgi-bin/gbrowse_img/plasmodbaa/	/cgi-bin/gbrowse_img/plasmodbaa/?name=PVX_117575.1;l=InterproDomains%1ESignalP%1ETMHMM%1EExportPred%1EHydropathyPlot%1ELowComplexity%1ESecondaryStructure;hmap=protein_properties_PVX_117575.1;genepage=1	PVX_117575.1-p1%3A1..487	/a/jbrowse/index.html?data=/plasmo/service/jbrowse/proteinPropertyTracks/pvivSal1%2Faa&loc=PVX_117575.1-p1%3A1..487&tracks=refseq%2CInterproDomains%2CTMHMM%2CSignalP%2CExportPred%2CHydropathy%2CLowComplexity%2CSecondaryStructureHelix%2CSecondaryStructureStrand%2CSecondaryStructureCoil&highlight=	/plasmo/app/jbrowse?loc=PVX_117575.1-p1%3A1..487&data=/plasmo/service/jbrowse/tracks/pvivSal1%2Faa&tracks=refseq%2CInterproDomains%2CTMHMM%2CSignalP%2CExportPred%2CHydropathy%2CLowComplexity%2CSecondaryStructureHelix%2CSecondaryStructureStrand%2CSecondaryStructureCoil&highlight=	

------------------------------------------------------------

